REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,JOB,YOJ,CHECKING,SAVINGS,INVEST,CREDIT_SCORE
18660,34421381-bfqo,DC,21300,0,0,0,200.9111493,1,31.15558593,61025,Mgr,5,0,1,0,497
18670,34431495-aecx,DC,10200,0,,,153.1181363,3,25.1199559,61900,Other,,0,1,1,595
18680,34543309-xaiq,HI,12300,0,0,0,145.0666667,1,46.67146487,44955,ProfExe,10,1,0,0,626
18690,34547263-cpwx,HI,7000,0,0,0,87.83333333,4,4.371112526,44805,Mgr,8,1,0,0,484
18700,34609363-nefi,DC,15400,0,0,0,282.6229052,0,38.09790247,45185,Other,8,1,0,0,330
18710,34632962-pujw,DC,20900,0,2,0,242.1642572,1,40.16365053,43325,ProfExe,10,0,0,0,358
18720,34660342-ipqm,HI,3300,0,1,0,139,0,27.22645772,40125,Other,8,1,0,0,705
18740,34680506-aepq,HI,22400,0,0,0,251.358003,0,25.20270637,43800,Other,4,1,1,0,402
18750,34697475-awef,HI,19100,0,0,0,207.1551738,0,36.14177784,44815,Other,4,1,0,0,638
18760,34722436-avqb,DC,17100,0,0,0,165.6277883,2,29.2491436,45305,,3,0,0,0,561
18780,34777730-frdg,HI,23900,0,1,1,149.3167446,,16.42639471,40110,ProfExe,9,0,0,0,681
18790,34896262-xbwf,BU,5400,0,3,1,231.3650221,,23.16374295,43040,Other,31,0,0,0,358
18800,34923009-bfui,HI,16600,0,1,4,21.2333031,,34.11861536,52550,Other,6,1,1,0,412
18810,34980554-okla,HI,7000,0,2,0,340.9,0,22.17995937,61195,Other,8,1,0,0,417
18850,35046952-erqg,DC,33000,0,0,0,227.6777656,0,42.2817024,61990,ProfExe,20,1,1,0,559
18860,35164727-ooqk,DC,16200,0,0,0,,0,35.88671015,43395,ProfExe,21,1,1,0,559
18870,35224885-lpqy,DC,14600,0,0,0,148.3552211,0,42.03308487,43585,Office,12,0,0,1,587
18880,35326671-gbre,DC,20000,0,0,2,210.7198667,0,29.16004451,52485,Mgr,5,0,1,0,643
18890,35341672-ckvj,HI,12300,0,0,0,120.2578861,3,28.77470213,40770,Other,6,0,0,0,798
18900,35404086-wwia,DC,25800,0,0,1,128.4471699,0,27.98945739,47535,ProfExe,13,0,0,0,408
18910,35428814-vodo,HI,7000,0,2,2,478.3066078,,40.73031534,45535,Office,12,0,1,0,503
18920,35431013-xnbx,HI,22600,0,0,0,112.8403356,2,31.86591683,43510,Office,6,0,1,0,661
18940,35465563-pery,DC,13600,0,0,0,111.0078189,2,38.77313698,68710,ProfExe,20,0,0,0,659
18950,35475047-vble,DC,45900,0,0,1,126.1165183,0,24.78072709,47535,Office,0,1,0,1,583
18960,35600488-jwjm,DC,39400,0,3,4,77.1,0,34.69829365,61820,Office,5,0,0,0,647
18980,35637079-bjwi,HI,11900,0,0,0,69.43333333,1,11.60347471,61600,Other,22,0,0,0,762
18990,35637740-unnm,DC,20900,0,,,177.8648492,,36.83107615,52325,Office,20,1,0,0,589
19000,35658689-vlrw,DC,19900,0,0,0,217.6372546,0,41.5493313,40680,Office,11,1,0,0,550
19010,35687196-vdox,DC,12100,0,0,0,229.4061754,0,35.86772963,61555,Office,4,0,1,0,611
19020,35692405-obvy,DC,69000,0,0,0,211.7763912,3,30.35685652,43010,ProfExe,22,1,0,1,651
19050,35722658-pgex,DC,24600,0,1,0,225.3668485,0,34.07915769,52475,Other,,0,1,0,411
19060,35735002-mlar,DC,13700,0,0,0,215.6120163,0,40.30430134,48725,ProfExe,4,1,0,0,640
19070,35759573-yiag,DC,15400,0,0,0,168.748032,0,37.56086276,43135,,,0,0,1,627
19100,35791913-znfk,DC,15300,0,0,0,122.5788363,1,40.56988842,52460,,4,1,1,0,749
19110,35796815-pohx,DC,36500,0,0,1,213.0666667,0,38.856388,44545,Office,0,0,1,0,810
19130,35809899-eqmb,DC,16900,0,0,0,202.0534356,0,21.34825451,46380,Self,13,0,1,0,526
19140,35818125-alqo,HI,14900,0,0,0,134.8599969,4,29.53505856,61035,ProfExe,2,0,0,0,776
19150,35829514-mlvf,DC,31200,0,0,0,80.35557059,0,35.03907537,52010,Other,1,1,0,0,354
19170,35868571-wnqu,HI,20800,0,0,0,323.5951974,0,43.03775004,52465,Office,16,0,1,0,787
19180,35886283-vwvk,HI,6100,0,1,2,460.7317206,,47.71577259,52700,Other,18,1,0,0,664
19190,35890188-whxu,HI,20200,0,0,,121.1022295,,27.0375129,209885,ProfExe,3,1,0,0,405
19200,35987295-pcpj,HI,13000,0,0,0,211.0666667,3,18.2807806,171065,Mgr,2,0,0,0,353
19210,36007871-djgi,HI,20400,0,0,0,68.44158303,0,31.51559341,110090,Office,11,0,0,0,658
19220,36020698-zrjq,HI,10300,0,1,3,184.3457508,0,34.63423561,98505,Office,0,0,0,0,761
19250,36068245-oyku,DC,11900,0,0,0,243.5,0,3.734117963,44145,ProfExe,4,1,0,0,619
19260,36078883-vbcj,HI,12000,0,0,0,156.9547583,0,31.70012432,15000,,0,0,0,0,567
19270,36092527-dlng,HI,5000,0,0,0,74.63333333,3,13.75262963,52780,ProfExe,2,0,0,0,418
19280,36093364-vydh,HI,14500,0,0,0,163.9916144,2,41.49281634,15000,Other,3,1,0,0,768
19290,36096658-aucm,HI,19400,0,0,0,214.3666667,0,40.19789494,15000,Mgr,15,0,0,0,817
19300,36119346-lapn,HI,7300,0,0,0,239.6202977,1,36.72713636,15000,Office,6,0,0,1,607
19320,36145385-rqiw,HI,13900,0,2,1,176.5303274,0,24.39371452,178040,Mgr,5,1,1,0,330
19330,36151314-ifie,HI,16500,0,0,0,247.2784079,0,24.35794954,123255,ProfExe,5,0,1,0,682
19350,36228548-pkoc,DC,23600,0,0,0,186.1563472,2,37.9438682,61530,Office,6,0,0,1,535
19380,36414853-kkld,DC,9000,0,,3,120.4312261,2,39.97548983,45475,Other,31,0,0,0,414
19390,36419784-gdye,DC,13000,0,0,1,199.9,2,4.028018406,52660,ProfExe,5,0,0,0,437
19420,36447063-cpxf,HI,10300,0,0,0,58.8956859,0,57.99501862,61895,Mgr,3,1,0,0,796
19450,36633911-ojrr,HI,2500,0,0,0,136.0666667,1,23.42614478,46285,Other,0,0,0,1,814
19470,36657458-biim,HI,9100,0,0,0,333.0115898,1,30.39545792,44250,Office,13,1,0,0,580
19480,36683666-mwuz,ME,9300,0,0,0,235.492813,0,23.13784056,46670,Other,3,0,1,0,516
19490,36697610-fcfv,DC,21300,0,0,3,276.170167,1,25.83088323,43090,Other,7,0,0,0,577
19510,36708976-yiuv,DC,11000,0,0,0,215.0666667,0,31.35050654,52645,Other,3,0,0,0,729
19530,36736843-jghe,DC,16000,0,0,1,122.1963249,2,30.14326133,52475,Self,5,1,0,0,765
19550,36739931-fdaj,DC,23500,0,1,0,158.9968245,0,40.33195033,61780,ProfExe,5,0,1,0,522
19560,36746908-waxz,DC,19300,0,0,0,89.525932,0,7.148413213,43100,ProfExe,13,0,0,0,568
19570,36747490-gbwp,DC,8200,0,0,1,179.5305444,,27.27636492,45890,Other,,0,0,0,655
19580,36796087-phgv,DC,19300,0,2,0,78.27662528,3,36.02690437,61955,Office,5,0,0,0,735
19590,36802657-pbrc,HI,52200,0,0,0,341.8288117,0,24.01667109,61910,Other,,0,1,0,861
19610,36858386-bwgj,DC,21000,0,0,0,99.36947035,0,40.14317075,52440,Office,12,0,0,0,564
19620,36882432-banm,DC,30300,0,0,0,88.93446885,5,34.9372716,61605,Office,12,0,0,0,759
19630,36896618-enzo,HI,16500,0,0,1,243.9416859,1,38.32781635,44715,Other,,1,0,0,396
19640,36918177-xoxe,HI,52700,0,0,0,174.1256156,0,25.26444754,40795,Office,23,1,0,1,729
19670,37049503-mjza,DC,32300,0,0,0,150.2093805,0,39.07277566,52465,Other,9,0,0,0,516
19680,37065807-gqkk,HI,14000,0,0,7,184.6131909,0,18.19428042,44695,Office,8,0,0,0,651
19690,37106242-nubk,DC,23700,0,0,0,225.8977256,0,42.76682961,61790,Mgr,13,1,1,1,850
19700,37131077-zcko,DC,10800,0,0,3,329.1666667,1,33.14980164,45465,Other,,1,1,0,769
19710,37150676-vcbz,DC,23300,0,0,0,288.3727394,1,33.27141336,61060,Mgr,20,0,0,1,541
19730,37175246-ywch,DC,12500,0,0,0,223.5874152,10,35.95199865,43480,Office,23,1,0,0,647
19740,37176089-olqu,DC,21000,0,1,4,385.9901345,,43.35682097,61390,ProfExe,21,0,0,0,512
19750,37182918-efmm,HI,15000,0,3,1,221.1666667,0,39.3780322,61520,ProfExe,15,1,1,0,688
19760,37187374-vyeb,DC,30000,0,0,0,85.0457549,0,26.34913193,61515,Other,7,0,0,0,825
19770,37257836-cank,DC,13400,0,0,2,82.70830934,2,36.94779822,45490,Other,12,0,0,0,487
19780,37262683-aplg,HI,5400,0,0,1,199.9,1,19.40364339,44990,Office,24,0,1,0,622
19790,37292138-qylc,DC,22900,0,,0,308.85054,1,38.79333433,61445,Other,0,1,0,0,698
19820,37376692-mgqq,DC,33900,0,1,0,166.6247382,1,42.31889922,52115,ProfExe,10,0,0,0,386
19850,37431106-yycp,DC,35100,0,0,0,333.0463123,0,39.29472094,61735,Mgr,1,0,1,0,812
19880,37453625-lcvc,DC,10800,0,0,0,176.8333333,0,29.67321398,40375,ProfExe,6,1,1,0,651
19890,37468665-wozf,HI,3500,0,0,0,162.3666667,0,11.96338889,43135,Other,8,0,0,1,661
19900,37490703-zimq,HI,11200,0,,,165.7680172,,22.30223437,61205,Mgr,8,1,0,0,588
19910,37555712-evrv,HI,6800,0,0,0,219.7356734,1,20.8850935,43345,Other,23,0,1,0,767
19920,37569723-ahoc,DC,21200,0,1,0,43.6,7,32.12719734,40745,Other,8,0,0,0,613
19930,37583981-kguu,HI,18200,0,0,0,73.0072773,2,29.80460145,61095,Other,8,0,0,0,625
19940,37595436-irmh,DC,12600,0,1,0,58.7,7,14.72255503,43745,Office,23,1,1,0,643
19950,37605855-pdek,DC,33700,0,0,0,200.8607367,1,36.50527114,61165,Other,,0,0,0,840
19960,37664147-gmlh,DC,14900,0,3,0,129.9677556,0,3.016141451,61970,,2,0,1,0,848
19970,37673186-quvd,HI,7000,0,0,0,211.2844132,1,33.46140225,43025,ProfExe,8,1,0,0,499
19980,37681280-kllv,DC,16000,0,0,0,205.3280458,2,43.43633435,448800,Office,4,1,0,0,614
19990,37703853-yqvn,DC,24200,0,1,0,163.1743772,0,42.06098177,222885,ProfExe,2,0,0,1,548
20000,37704236-jvra,DC,19700,0,0,0,101.9435185,6,32.76108398,258190,Other,3,1,0,0,621
20010,37714271-zumm,DC,26200,0,,1,286.1816551,0,39.67630465,483455,ProfExe,14,1,0,0,507
20020,37718150-dehn,DC,10000,0,1,4,13.69432747,,19.14966666,52510,Other,4,0,0,0,838
20030,37734059-iezh,HI,10800,0,3,1,146.4496813,,40.78052715,46750,Sales,13,0,0,0,357
20060,37802480-gumw,HI,11000,0,2,3,9.1,3,34.28961175,63435,ProfExe,7,0,1,0,538
20080,37825579-zgeq,DC,8700,0,0,0,139.2640336,0,33.57803554,49390,Other,0.3,0,0,0,513
20090,37900868-xavc,DC,25500,0,1,0,151.9693412,0,33.15994063,43455,Mgr,3,0,0,0,737
20130,38052614-xcqc,HI,45000,0,0,0,297.3,0,20.10334905,47925,Other,2,0,0,0,833
20140,38064036-zdwf,HI,3000,0,0,1,262.1666667,5,24.03125607,57570,ProfExe,0.2,0,0,0,809
20150,38072816-djlo,DC,14500,0,0,0,85.74814912,2,31.54781167,51110,Office,11,0,0,0,570
20170,38163512-zkbn,HI,6500,0,0,0,127.0627016,2,37.80035293,176290,Other,0.1,0,0,0,562
20190,38226496-uglg,DC,13500,0,0,0,290.3107749,0,34.69906743,52045,Office,10,0,1,0,473
20200,38289466-ivpp,HI,15000,0,0,0,,0,1.920694367,71385,Other,10,0,0,0,374
20210,38290853-gfrr,DC,15200,0,0,0,295.495733,0,29.60992004,62605,Office,6.5,1,1,0,664
20230,38334972-klab,DC,13000,0,3,2,66.93333333,4,48.27532004,44980,Other,7,0,0,0,861
20260,38388803-xadh,DC,10600,0,1,0,122.4835943,0,33.65164695,55080,Other,,0,0,0,779
20270,38389754-diiu,DC,32200,0,0,0,119.6034777,1,29.01132772,75980,ProfExe,0,1,0,1,628
20280,38409911-jawm,DC,11900,0,0,1,348.3242455,,40.93276678,50935,Other,,0,1,1,721
20300,38420763-rpnw,DC,34800,0,0,0,182.6647722,0,36.95591736,61190,Other,17,1,0,0,519
20310,38460461-gbna,DC,42100,0,0,0,194.3463245,1,43.20591058,52295,Other,4,1,1,0,840
20320,38525430-cump,DC,21300,0,,,199.4767352,5,39.83964014,45950,ProfExe,0,0,1,0,673
20330,38527676-clpw,DC,17000,0,0,0,129.7577996,1,27.6372066,61760,Mgr,3,1,0,0,385
20340,38593137-ylvb,DC,28300,0,0,0,162.3666667,1,19.84978414,61960,Other,3,1,1,0,628
20370,38659800-zpvl,HI,3800,0,0,0,203.7515336,0,20.06704205,52780,Other,6,0,0,0,790
20380,38663626-avee,DC,13400,0,0,0,165.3333333,2,47.88408956,40185,Other,2,0,0,0,388
20390,38664646-ffbq,DC,13000,0,,1,166.7262772,7,38.35512561,64240,Mgr,4,0,0,0,307
20410,38707652-zjzm,DC,17300,0,0,0,127.0999737,0,24.5182717,61625,Other,13,0,0,0,828
20420,38750471-ihrp,DC,27300,0,0,0,99.69383246,1,42.34342026,52365,ProfExe,13,1,0,0,608
20430,38750715-cpyl,HI,13100,0,3,4,302.7413165,,19.69710411,44625,Other,3,1,1,0,848
20440,38810353-yvwq,HI,11000,0,0,0,173.8298837,0,33.89777255,69840,Other,0,0,1,0,507
20460,38830112-uezx,DC,20200,0,0,0,156.2693203,0,28.2904395,78640,Office,14,1,0,0,622
20480,38837136-avwq,HI,10500,0,0,0,308.2132622,2,34.40894842,79625,ProfExe,4,1,1,0,761
20490,38838168-cmyc,HI,22900,0,0,0,346.6039039,,31.0726936,43535,ProfExe,2,0,0,1,576
20500,38861665-weha,DC,13800,0,,0,217.2421291,3,40.82734463,68015,ProfExe,10,0,0,0,767
20510,38864156-oigf,DC,27000,0,0,,87.47422306,,20.92741537,45155,Other,9,0,1,0,540
20540,38972161-ucxk,HI,24400,0,0,0,177.5112494,0,31.02733592,61580,Office,8,0,0,0,577
20550,39000127-onlz,DC,24200,0,0,0,303.7624695,3,35.22386162,44870,Other,2,0,0,0,730
20560,39025716-cneq,HI,2300,0,0,0,90.99253347,0,31.58850318,47460,ProfExe,19,0,1,0,808
20570,39045546-zmwf,DC,20400,0,0,0,198.5572405,0,40.7848993,48950,Other,14,1,0,0,583
20610,39110832-kpoy,DC,9900,0,0,0,133.3657906,0,33.59171631,50070,ProfExe,15,0,0,0,386
20620,39138927-yevj,DC,38800,0,0,3,134.543886,1,9.478494958,45195,Other,19,1,1,0,550
20660,39207748-luyi,DC,12400,0,0,0,120.674928,0,24.08943715,49370,Office,6,0,0,0,767
20670,39283265-mrjf,DC,21700,0,0,6,238.3696373,1,16.39716087,76985,ProfExe,16,0,1,0,824
20680,39310958-kzrk,DC,15600,0,0,1,116.6148587,3,30.37280108,78985,Other,8,0,1,0,665
20690,39331753-dcng,DC,14700,0,0,0,169.9853078,0,35.63539385,78605,Other,0.4,0,0,0,655
20700,39346889-iilq,HI,10000,0,0,1,91.13333333,0,20.98104272,45025,Mgr,41,0,0,0,821
20710,39380959-kcid,DC,53700,0,0,1,92.96631275,2,40.10162342,51970,Other,0,0,1,0,357
20720,39392267-pmrc,DC,12400,0,0,0,262.0793453,0,21.34522735,51365,Other,10,1,1,0,552
20730,39453672-hriw,AF,8600,0,3,4,382.4975582,,12.10514386,46020,Office,9,0,1,0,401
20740,39492431-evuz,DC,7000,0,8,0,86.2,2,35.01830718,49620,ProfExe,6,1,1,0,841
20750,39502253-bbzy,DC,18600,0,0,0,199.8017542,0,36.99564584,46365,Mgr,6,0,1,0,543
20780,39537105-qqxq,DC,8400,0,0,0,118.6353947,0,27.09304112,63380,ProfExe,9,1,0,0,707
20800,39603858-xfvj,HI,15800,0,0,0,209.0374415,0,38.88812837,73200,ProfExe,4,1,1,0,762
20840,39711627-ijcv,DC,12800,0,0,0,175.5198745,1,28.64818571,67295,Office,0,1,0,0,808
20850,39713739-jkcl,DC,9800,0,0,0,124.021625,0,32.56568637,49040,Other,29,0,0,0,405
20860,39743789-kmza,HI,16300,0,0,0,250.7255462,0,40.72219635,51530,ProfExe,1,1,0,0,813
20870,39743839-zuha,HI,17800,0,0,0,123.7366744,0,28.15595999,68475,Other,9,1,0,0,569
20880,39760549-lbqb,HI,22000,0,0,0,115.8322132,2,31.10896086,45960,Other,0,1,0,1,665
20890,39762597-hiqy,DC,15200,0,0,0,91.74348238,2,31.11492975,45625,Mgr,8,0,0,0,526
20900,39766346-kkfh,HI,25900,0,0,0,182.1713721,1,38.48048457,60100,Other,0,0,0,0,658
20910,39774414-vddg,DC,17100,0,0,1,103.6838558,3,30.3535487,55450,ProfExe,9,0,0,0,681
20920,39780667-euyh,DC,7500,0,1,0,115.6,1,5.838908665,66950,,0,1,0,1,421
20940,39825714-wrge,DC,28700,0,0,0,238.794891,2,20.52327227,47965,ProfExe,2,0,0,0,533
20950,39828223-zmhw,HI,11500,0,0,0,132.0936343,0,26.86456847,62990,Other,9,0,0,1,701
20970,39836040-lyny,HI,20000,0,0,0,217.2666667,1,42.84141531,52365,Other,,0,0,1,505
20980,39839047-hvld,DC,28200,0,0,1,172.3406543,0,26.9130048,52370,Other,2,0,1,0,802
20990,39855173-gpqy,DC,17700,0,0,0,96.15756174,0,27.59227738,56580,ProfExe,21,0,0,0,561
21010,39892478-dwrp,DC,15500,0,0,0,152.1680601,2,30.13149723,55955,ProfExe,13,1,0,0,401
21020,39953767-zhjq,HI,1500,0,0,0,149.4666667,1,10.54166855,58650,ProfExe,7,0,1,0,697
21030,39960824-gcwu,DC,25000,0,0,0,311.9358895,0,39.4217139,58690,Other,6,0,0,0,635
21040,40042600-jaaq,DC,22300,0,0,0,96.64268699,1,22.19662471,77995,Office,7,1,0,0,628
21070,40087870-urlz,DC,20400,0,0,0,177.5936728,1,35.55430368,50715,Other,2,1,0,0,798
21080,40111746-mjbn,DC,21400,0,2,7,183.5480397,4,38.14905923,63335,Other,2,0,0,0,700
21090,40140135-eibm,DC,50000,0,0,2,252.6333333,3,34.06284405,49650,Other,0.75,1,0,0,541
21100,40149003-enxo,DC,18200,0,0,0,278.3074217,2,32.72169498,49000,Office,,0,0,0,648
21110,40166607-lyvl,DC,22000,0,0,0,262.7333333,2,35.73678907,48530,Other,6,1,0,0,358
21130,40195976-cqmf,HI,20100,0,2,3,0.722452104,,38.64772791,76115,Other,10,0,1,0,617
21140,40246949-ybvg,DC,11100,0,0,1,179.6482736,1,40.67090473,69760,Other,1,0,0,0,665
21150,40255904-ahqj,DC,21100,0,1,0,74.57642698,2,36.76027571,62155,Office,10,1,0,0,738
21160,40271297-dhrg,HI,18500,0,0,0,78.94907069,0,31.80824299,66465,Other,1,0,0,0,422
21170,40278608-ecoz,HI,25200,0,0,0,188.5746595,0,39.96388766,62030,Office,7,1,0,0,507
21180,40350577-kmuw,DC,20800,0,0,4,168.3145771,0,35.23139271,58385,Mgr,3,0,0,1,661
21190,40404945-xhrf,HI,25100,0,0,0,353.9908365,1,39.87670703,95755,Mgr,19,0,0,0,643
21210,40444325-dmdg,HI,43200,0,0,0,312.3063392,4,42.62357404,55040,,,1,0,0,367
21220,40504098-pphm,HI,19500,0,1,1,121.1458814,,37.39831656,58630,Mgr,5,0,0,1,491
21240,40519706-owcp,DC,28900,0,0,0,247.8444526,2,20.61070665,73530,Other,17,0,0,0,616
21250,40536139-krpr,HI,12100,0,0,0,206.2470947,0,35.12787435,62285,Other,0.7,1,1,0,303
21260,40702005-oeyq,DC,17400,0,,,345.0099186,,32.47431947,59425,ProfExe,2,1,0,0,627
21280,40728930-fbam,HI,41700,0,0,0,189.0993782,1,43.25877898,73375,Other,5,1,1,0,670
21290,40737988-bcbo,DC,9300,0,0,0,138.3373521,0,42.48370297,58985,Other,13,0,0,0,576
21300,40748761-ozch,HI,12000,0,0,0,126.8,5,44.40660381,60810,Other,29,1,0,0,625
21320,40767789-oydj,DC,12300,0,,1,154.8992783,7,39.70178286,46590,Other,2,1,1,0,626
21330,40772335-xyeg,DC,21300,0,,0,98.89218205,1,34.96414103,45485,Other,22,0,0,0,701
21340,40803717-wpfo,HI,12200,0,0,0,79.73026062,2,34.40548234,61940,Other,11,0,0,1,380
21350,40816741-cfif,DC,19700,0,0,2,225.6961276,0,43.00965053,61460,Mgr,3,0,0,0,511
21360,40844370-npzf,HI,13700,0,0,0,73.45576587,2,28.70919291,46645,Office,7,0,1,1,537
21380,40866611-jaof,DC,31000,0,0,1,116.8989899,1,44.06542878,48745,,2,0,1,0,411
21410,40946633-cfwo,DC,27800,0,0,0,190.3137746,2,33.85589547,52215,Office,0,0,0,0,588
21420,40983521-kdnm,DC,28500,0,0,0,168.8035325,0,42.3249247,63600,ProfExe,1,0,0,0,623
21430,40984570-lukr,DC,16900,0,0,0,282.0685178,0,24.96285137,58615,Other,3,0,0,0,705
21440,41032544-blpj,DC,9400,0,,,159.0363707,4,25.60722823,61000,Other,1,1,1,0,702
21450,41034633-meki,DC,38000,0,0,6,240.4666667,0,20.91468363,45895,ProfExe,8,1,1,0,760
21470,41056964-frgg,DC,13000,0,1,0,132.8666667,0,37.72139566,52290,Office,2,0,0,0,301
21480,41072082-holx,DC,16700,0,,2,271.6519477,0,37.63005716,52875,Office,27,0,1,0,624
21490,41072159-acfe,HI,5300,0,,1,212.8917461,0,38.59149403,47955,ProfExe,1,1,0,1,625
21520,41111489-ejcl,HI,10200,0,0,1,181.542927,0,35.03165088,61675,,,1,0,0,764
21530,41122237-qeli,HI,11400,0,0,0,34.91437168,,18.84034872,43510,Other,13,0,0,0,437
21540,41128643-joqh,DC,24900,0,3,0,124.1968265,1,26.27583242,61140,Mgr,11,0,1,1,401
21550,41157804-ayvp,DC,11800,0,0,0,231.5999445,0,25.70127642,63075,Office,13,1,0,0,306
21560,41182692-mjhd,DC,17100,0,0,0,80.58265559,0,26.76776884,44225,Other,4,0,0,0,352
21570,41227707-ihhw,DC,15000,0,0,0,341.5020847,0,39.9967104,46750,Other,23,0,1,0,659
21580,41326697-kulh,DC,13300,0,0,0,176.8461955,0,27.86558873,47985,Office,9,0,0,0,377
21590,41399406-uvcu,DC,22300,0,2,0,131.7905805,,8.703431123,61600,Other,12,0,0,1,613
21600,41436547-uzmp,DC,11000,0,,1,181.0707933,1,30.03284549,43295,ProfExe,8,0,1,0,561
21610,41457307-alzj,HI,17900,0,0,3,176.8707685,0,26.18976709,46515,ProfExe,1,0,0,0,701
21630,41532289-qviw,HI,17600,0,0,1,152.7826478,0,29.20365458,61585,Other,6,1,1,0,502
21650,41556627-nmru,DC,9300,0,0,0,91.93263226,0,29.63360847,61745,Office,13,0,0,0,387
21670,41602933-lbju,DC,17000,0,2,3,18.23687207,,25.26009868,46335,Office,6,0,0,0,352
21680,41630210-aadf,DC,14200,0,1,1,434.0220393,,24.701642,44775,Office,1,0,0,0,678
21690,41645278-kgvh,DC,13600,0,,1,199.6986174,3,42.31951831,52110,ProfExe,0,1,0,0,333
21700,41716404-hypz,HI,4800,0,0,0,137.3197248,0,34.27529378,61460,Other,19,1,1,1,410
21710,41722685-nfkc,DC,8400,0,0,0,56.30976479,8,23.52118826,43310,Other,2,0,0,0,675
21720,41750822-mfug,DC,34500,0,0,0,250.6333333,3,21.62911958,52460,Other,20,0,0,0,648
21740,41843270-rapn,DC,13700,0,0,1,340.6636481,,35.18815986,61120,Office,4,1,1,0,740
21750,41850187-cohj,HI,4000,0,0,1,85.8,2,41.40769612,43845,Mgr,6,0,0,1,426
21760,41936524-racv,DC,7300,0,2,4,403.0985269,,28.28424045,43225,Other,4,0,0,0,585
21770,41937115-adhi,DC,16800,0,0,0,1154.633333,0,27.89281536,40660,Other,0,1,0,1,303
21790,41955348-nngn,HI,27700,0,0,2,303.9519145,2,6.887024127,61080,ProfExe,10,1,0,1,606
21810,41999815-ydwf,HI,5200,0,0,0,157.7710357,1,72.67043331,61900,Office,25,0,0,1,652
21820,42003260-nyfc,DC,25000,0,2,0,83.05264747,1,45.74394906,44955,Other,4,0,0,1,782
21830,42016580-mlia,DC,19400,0,0,0,217.4067053,4,42.22040715,44805,Other,1,1,1,0,683
21850,42054067-ezxm,DC,10700,0,0,0,225.8703522,0,34.13705457,43325,Other,6,1,0,1,589
21860,42112857-oqlw,DC,16500,0,0,0,208.0769432,2,34.43057515,40125,Other,8,0,1,0,301
21870,42118793-rxai,DC,24400,0,0,0,101.6362349,2,29.09588127,61370,ProfExe,5,0,0,0,479
21880,42127860-aewv,HI,8400,0,0,0,183.0927495,0,23.09720188,43800,,28,1,1,0,612
21890,42166357-xepp,DC,27300,0,0,1,139.1325983,0,39.17355395,44815,Other,6,0,0,0,677
21900,42198647-hfwc,HI,5000,0,0,3,179.0599414,,33.35465263,45305,Other,6,0,0,1,567
21920,42203448-qwwi,HI,17700,0,0,0,83.59853183,0,33.62658567,40110,Other,28,0,0,1,564
21930,42218460-xuwr,DC,28000,0,,1,294.594783,1,37.61130938,43040,Other,,0,1,0,577
21940,42227628-dumz,DC,25000,0,,3,106.8,1,21.49167375,52550,ProfExe,13,1,1,0,815
21950,42237858-mgby,DC,15400,0,0,2,196.0336579,1,36.41734258,61195,Office,23,0,0,0,865
21970,42258075-oorp,DC,14800,0,,0,321.4083741,2,35.24074131,43625,Other,15,1,0,1,402
21980,42279998-mfen,DC,24200,0,1,0,184.7251127,0,51.63038059,52100,ProfExe,4,0,0,0,410
21990,42295536-uruc,HI,12000,0,0,0,143.0333333,1,42.06908277,61990,Other,,0,0,0,794
22020,42385581-cxhr,DC,6500,0,0,0,242.4666667,1,43.97047759,52485,Other,18,0,0,0,410
22030,42440655-hbzq,DC,14700,0,0,0,277.7940868,0,23.70535928,40770,Other,9,0,0,1,755
22050,42455642-mvhh,HI,5100,0,0,0,108.0725908,0,43.29013982,45535,Self,1,1,0,0,818
22070,42619667-npvr,DC,6200,0,,,80.5,2,36.58740521,52245,Mgr,6,0,1,0,672
22080,42626149-oppc,DC,15800,0,0,2,143.3555312,1,33.05883512,68710,ProfExe,20,0,0,0,493
22090,42681373-yjxa,HI,9400,0,1,0,148.8447376,3,36.08003177,47535,Other,10,1,0,0,376
22100,42687113-jdeb,DC,13300,0,0,0,178.1121065,1,33.79509124,61820,Office,4,0,0,0,425
22110,42691052-cjcj,HI,9800,0,0,0,132.7524896,0,37.58819954,52240,,28,1,0,1,300
22130,42721877-xgrd,DC,17100,0,0,0,289.9544006,0,24.45832061,52325,ProfExe,3,1,0,0,784
22140,42738233-pouu,DC,8500,0,0,1,313.4666667,0,40.72397937,40680,Other,3,1,0,0,815
22150,42739822-xhxj,DC,23800,0,0,0,75.81397134,2,36.52956948,61555,Other,11,0,0,0,726
22160,42747358-jxzb,HI,17800,0,0,0,85.85082998,0,32.2942169,43010,ProfExe,6,0,1,0,399
22200,42870992-cqku,DC,23900,0,0,0,194.9872525,1,35.40605965,48725,Sales,7,1,0,0,777
22210,42914330-vxhb,HI,13100,0,1,2,195.5387113,1,36.61107299,43135,Other,0,1,0,0,492
22220,42969530-bdhb,DC,26900,0,0,0,131.4096343,0,36.36902746,40390,Office,2.6,0,0,0,728
22240,43105735-hbpn,HI,8500,0,0,0,222.2111903,1,34.72969809,52460,Other,2,1,0,0,605
22250,43185317-gjvz,HI,1800,0,3,2,77.1,1,12.19982045,44545,Other,4,0,0,0,843
